reg_date,state,vehicle_category,manufacturer,registrations
2025-11-15,Chhattisgarh,2W,BrandW,10806
2025-11-15,Goa,2W,BrandW,10307
2025-11-15,Gujarat,2W,BrandM,5937
2025-11-15,Haryana,4W,BrandT,18314
2025-11-15,Himachal Pradesh,3W,BrandG,15826
2025-11-15,Jharkhand,4W,BrandJ,15972
2025-11-15,Karnataka,3W,BrandM,7912
2025-11-15,Kerala,4W,BrandB,14379
2025-11-15,Madhya Pradesh,4W,BrandI,17498
2025-11-15,Maharashtra,2W,BrandW,12881
2025-11-15,Manipur,2W,BrandO,8346
2025-11-15,Meghalaya,2W,BrandL,5800
2025-11-15,Mizoram,4W,BrandB,14408
2025-11-15,Nagaland,4W,BrandJ,6344
2025-11-15,Odisha,4W,BrandU,15734
2025-11-15,Punjab,3W,BrandQ,9554
2025-11-15,Rajasthan,3W,BrandS,8655
2025-11-15,Sikkim,2W,BrandY,17859
2025-11-15,Tamil Nadu,3W,BrandC,13914
2025-11-15,Telangana,4W,BrandI,16865
2025-11-15,Tripura,4W,BrandE,16985
2025-11-15,Uttar Pradesh,4W,BrandW,4043
2025-11-15,Uttarakhand,3W,BrandL,14416
2025-11-15,West Bengal,2W,BrandQ,8717
2025-11-15,Delhi,2W,BrandX,15371
2025-11-15,Jammu and Kashmir,3W,BrandK,6604
2025-11-15,Ladakh,3W,BrandA,17352
2025-11-15,Puducherry,4W,BrandR,7098
2025-11-16,Andhra Pradesh,3W,BrandB,9991
2025-11-16,Arunachal Pradesh,2W,BrandT,5591
2025-11-16,Assam,3W,BrandS,6732
2025-11-16,Bihar,3W,BrandE,13062
2025-11-16,Chhattisgarh,4W,BrandB,19170
2025-11-16,Goa,3W,BrandJ,16110
2025-11-16,Gujarat,3W,BrandH,9718
2025-11-16,Haryana,2W,BrandT,5732
2025-11-16,Himachal Pradesh,3W,BrandC,5328
2025-11-16,Jharkhand,4W,BrandU,12929
2025-11-16,Karnataka,3W,BrandY,8468
2025-11-16,Kerala,3W,BrandH,14879
2025-11-16,Madhya Pradesh,2W,BrandC,5094
2025-11-16,Maharashtra,3W,BrandY,5717
2025-11-16,Manipur,3W,BrandX,4170
2025-11-16,Meghalaya,3W,BrandY,2967
2025-11-16,Mizoram,2W,BrandF,16147
2025-11-16,Nagaland,2W,BrandM,14151
2025-11-16,Odisha,3W,BrandA,12249
2025-11-16,Punjab,2W,BrandE,16171
2025-11-16,Rajasthan,3W,BrandW,5373
2025-11-16,Sikkim,3W,BrandJ,4004
2025-11-16,Tamil Nadu,2W,BrandB,17352
2025-11-16,Telangana,3W,BrandG,10253
2025-11-16,Tripura,4W,BrandG,2526
2025-11-16,Uttar Pradesh,2W,BrandS,10546
2025-11-16,Uttarakhand,2W,BrandC,2662
2025-11-16,West Bengal,2W,BrandL,16792
2025-11-16,Delhi,3W,BrandL,18254
2025-11-16,Jammu and Kashmir,3W,BrandR,14793
2025-11-16,Ladakh,3W,BrandV,17491
2025-11-16,Puducherry,3W,BrandZ,18865
2025-11-17,Andhra Pradesh,3W,BrandS,11214
2025-11-17,Arunachal Pradesh,4W,BrandL,4548
2025-11-17,Assam,3W,BrandO,11218
2025-11-17,Bihar,2W,BrandK,19621
2025-11-17,Chhattisgarh,3W,BrandE,8616
2025-11-17,Goa,2W,BrandN,8431
2025-11-17,Gujarat,4W,BrandP,7995
2025-11-17,Haryana,2W,BrandD,2288
2025-11-17,Himachal Pradesh,3W,BrandK,17519
2025-11-17,Jharkhand,3W,BrandD,12140
2025-11-17,Karnataka,4W,BrandA,3604
2025-11-17,Kerala,3W,BrandB,4764
2025-11-17,Madhya Pradesh,2W,BrandQ,17594
2025-11-17,Maharashtra,2W,BrandR,8235
2025-11-17,Manipur,4W,BrandZ,2630
2025-11-17,Meghalaya,2W,BrandS,19917
2025-11-17,Mizoram,2W,BrandK,4751
2025-11-17,Nagaland,3W,BrandK,7245
2025-11-17,Odisha,4W,BrandG,5276
2025-11-17,Punjab,2W,BrandV,3881
2025-11-17,Rajasthan,4W,BrandA,12399
2025-11-17,Sikkim,3W,BrandE,13353
2025-11-17,Tamil Nadu,4W,BrandP,13007
2025-11-17,Telangana,3W,BrandS,8281
2025-11-17,Tripura,4W,BrandA,11109
2025-11-17,Uttar Pradesh,4W,BrandG,7951
2025-11-17,Uttarakhand,2W,BrandX,9738
2025-11-17,West Bengal,3W,BrandQ,16959
2025-11-17,Delhi,2W,BrandM,4278
2025-11-17,Jammu and Kashmir,3W,BrandD,6626
2025-11-17,Ladakh,3W,BrandE,4421
2025-11-17,Puducherry,2W,BrandY,3373
2025-11-18,Andhra Pradesh,2W,BrandM,17797
2025-11-18,Arunachal Pradesh,3W,BrandB,13446
2025-11-18,Assam,2W,BrandX,5949
2025-11-18,Bihar,3W,BrandW,18729
2025-11-18,Chhattisgarh,3W,BrandU,9895
2025-11-18,Goa,4W,BrandE,19353
2025-11-18,Gujarat,4W,BrandP,13043
2025-11-18,Haryana,2W,BrandD,10502
2025-11-18,Himachal Pradesh,3W,BrandN,7382
2025-11-18,Jharkhand,3W,BrandP,4017
2025-11-18,Karnataka,4W,BrandR,10618
2025-11-18,Kerala,4W,BrandK,10994
2025-11-18,Madhya Pradesh,4W,BrandY,13547
2025-11-18,Maharashtra,3W,BrandH,18268
2025-11-18,Manipur,4W,BrandD,6460
2025-11-18,Meghalaya,4W,BrandV,18029
2025-11-18,Mizoram,4W,BrandN,6916
2025-11-18,Nagaland,2W,BrandR,15191
2025-11-18,Odisha,4W,BrandP,14041
2025-11-18,Punjab,2W,BrandO,11076
2025-11-18,Rajasthan,3W,BrandH,6852
2025-11-18,Sikkim,3W,BrandD,16949
2025-11-18,Tamil Nadu,4W,BrandJ,18900
2025-11-18,Telangana,4W,BrandL,11300
2025-11-18,Tripura,3W,BrandM,17830
2025-11-18,Uttar Pradesh,4W,BrandQ,9064
2025-11-18,Uttarakhand,4W,BrandS,2053
2025-11-18,West Bengal,4W,BrandX,10273
2025-11-18,Delhi,2W,BrandV,9119
2025-11-18,Jammu and Kashmir,4W,BrandZ,17479
2025-11-18,Ladakh,2W,BrandE,2549
2025-11-18,Puducherry,4W,BrandI,19727
2025-11-19,Andhra Pradesh,4W,BrandS,12385
2025-11-19,Arunachal Pradesh,3W,BrandP,6718
2025-11-19,Assam,4W,BrandI,13874
2025-11-19,Bihar,3W,BrandE,5150
2025-11-19,Chhattisgarh,4W,BrandC,3255
2025-11-19,Goa,4W,BrandS,19086
2025-11-19,Gujarat,2W,BrandB,10890
2025-11-19,Haryana,3W,BrandZ,12007
2025-11-19,Himachal Pradesh,2W,BrandI,2846
2025-11-19,Jharkhand,4W,BrandY,7548
2025-11-19,Karnataka,2W,BrandJ,10636
2025-11-19,Kerala,2W,BrandT,7447
2025-11-19,Madhya Pradesh,2W,BrandL,17707
2025-11-19,Maharashtra,3W,BrandC,18316
2025-11-19,Manipur,4W,BrandG,16059
2025-11-19,Meghalaya,2W,BrandU,3523
2025-11-19,Mizoram,3W,BrandE,5761
2025-11-19,Nagaland,2W,BrandN,7683
2025-11-19,Odisha,4W,BrandI,15164
2025-11-19,Punjab,2W,BrandY,16424
2025-11-19,Rajasthan,3W,BrandS,9112
2025-11-19,Sikkim,4W,BrandT,7491
2025-11-19,Tamil Nadu,3W,BrandS,18655
2025-11-19,Telangana,3W,BrandT,17513
2025-11-19,Tripura,3W,BrandD,14586
2025-11-19,Uttar Pradesh,3W,BrandR,2706
2025-11-19,Uttarakhand,4W,BrandX,11038
2025-11-19,West Bengal,4W,BrandO,6878
2025-11-19,Delhi,3W,BrandU,9732
2025-11-19,Jammu and Kashmir,2W,BrandN,17279
2025-11-19,Ladakh,4W,BrandQ,9398
2025-11-19,Puducherry,2W,BrandF,6929
2025-11-20,Andhra Pradesh,3W,BrandB,8326
2025-11-20,Arunachal Pradesh,3W,BrandS,14248
2025-11-20,Assam,2W,BrandX,19574
2025-11-20,Bihar,2W,BrandG,18724
2025-11-20,Chhattisgarh,3W,BrandD,2458
2025-11-20,Goa,4W,BrandZ,9733
2025-11-20,Gujarat,3W,BrandX,2456
2025-11-20,Haryana,2W,BrandT,5898
2025-11-20,Himachal Pradesh,2W,BrandA,13359
2025-11-20,Jharkhand,4W,BrandE,19054
2025-11-20,Karnataka,4W,BrandN,17583
2025-11-20,Kerala,2W,BrandL,5627
2025-11-20,Madhya Pradesh,3W,BrandL,2007
2025-11-20,Maharashtra,3W,BrandQ,4110
2025-11-20,Manipur,3W,BrandN,13544
2025-11-20,Meghalaya,2W,BrandM,16863
2025-11-20,Mizoram,2W,BrandX,12060
2025-11-20,Nagaland,3W,BrandB,2943
2025-11-20,Odisha,3W,BrandH,6628
2025-11-20,Punjab,4W,BrandQ,15526
2025-11-20,Rajasthan,3W,BrandT,5949
2025-11-20,Sikkim,2W,BrandX,15281
2025-11-20,Tamil Nadu,4W,BrandL,14830
2025-11-20,Telangana,3W,BrandC,11125
2025-11-20,Tripura,3W,BrandS,11983
2025-11-20,Uttar Pradesh,4W,BrandE,16681
2025-11-20,Uttarakhand,2W,BrandC,9968
2025-11-20,West Bengal,3W,BrandP,4365
2025-11-20,Delhi,4W,BrandW,4986
2025-11-20,Jammu and Kashmir,4W,BrandH,4124
2025-11-20,Ladakh,3W,BrandP,8686
2025-11-20,Puducherry,4W,BrandQ,18623
2025-11-21,Andhra Pradesh,4W,BrandZ,11395
2025-11-21,Arunachal Pradesh,4W,BrandF,16578
2025-11-21,Assam,4W,BrandI,10069
2025-11-21,Bihar,4W,BrandF,13522
2025-11-21,Chhattisgarh,3W,BrandR,14161
2025-11-21,Goa,2W,BrandS,14425
2025-11-21,Gujarat,3W,BrandP,18161
2025-11-21,Haryana,2W,BrandL,13614
2025-11-21,Himachal Pradesh,2W,BrandM,18667
2025-11-21,Jharkhand,4W,BrandN,12249
2025-11-21,Karnataka,4W,BrandJ,6184
2025-11-21,Kerala,3W,BrandB,5991
2025-11-21,Madhya Pradesh,4W,BrandB,15637
2025-11-21,Maharashtra,4W,BrandN,18663
2025-11-21,Manipur,2W,BrandV,12394
2025-11-21,Meghalaya,4W,BrandG,5981
2025-11-21,Mizoram,4W,BrandT,7971
2025-11-21,Nagaland,4W,BrandO,7097
2025-11-21,Odisha,2W,BrandJ,2387
2025-11-21,Punjab,2W,BrandP,13866
2025-11-21,Rajasthan,3W,BrandO,7903
2025-11-21,Sikkim,3W,BrandG,4982
2025-11-21,Tamil Nadu,3W,BrandP,18059
2025-11-21,Telangana,4W,BrandT,9023
2025-11-21,Tripura,4W,BrandO,5810
2025-11-21,Uttar Pradesh,4W,BrandA,6191
2025-11-21,Uttarakhand,4W,BrandS,8157
2025-11-21,West Bengal,3W,BrandB,14610
2025-11-21,Delhi,2W,BrandY,11416
2025-11-21,Jammu and Kashmir,2W,BrandR,7475
2025-11-21,Ladakh,4W,BrandR,6880
2025-11-21,Puducherry,4W,BrandT,2915
2025-11-22,Andhra Pradesh,4W,BrandP,17434
2025-11-22,Arunachal Pradesh,4W,BrandJ,13717
2025-11-22,Assam,2W,BrandG,3449
2025-11-22,Bihar,3W,BrandT,19659
2025-11-22,Chhattisgarh,3W,BrandC,18420
2025-11-22,Goa,3W,BrandQ,13686
2025-11-22,Gujarat,2W,BrandH,7848
2025-11-22,Haryana,2W,BrandA,4907
2025-11-22,Himachal Pradesh,4W,BrandQ,14483
2025-11-22,Jharkhand,3W,BrandO,16272
2025-11-22,Karnataka,4W,BrandY,17895
2025-11-22,Kerala,4W,BrandM,12551
2025-11-22,Madhya Pradesh,3W,BrandL,2504
2025-11-22,Maharashtra,4W,BrandY,8983
2025-11-22,Manipur,4W,BrandL,7368
2025-11-22,Meghalaya,2W,BrandK,3947
2025-11-22,Mizoram,4W,BrandA,5929
2025-11-22,Nagaland,2W,BrandF,7744
2025-11-22,Odisha,4W,BrandX,2214
2025-11-22,Punjab,3W,BrandV,2720
2025-11-22,Rajasthan,2W,BrandY,12486
2025-11-22,Sikkim,3W,BrandB,10258
2025-11-22,Tamil Nadu,3W,BrandU,9234
2025-11-22,Telangana,4W,BrandM,19222
2025-11-22,Tripura,2W,BrandF,7321
2025-11-22,Uttar Pradesh,2W,BrandP,10574
2025-11-22,Uttarakhand,3W,BrandV,4696
2025-11-22,West Bengal,3W,BrandT,13380
2025-11-22,Delhi,4W,BrandA,14832
2025-11-22,Jammu and Kashmir,4W,BrandX,9128
2025-11-22,Ladakh,4W,BrandJ,18343
2025-11-22,Puducherry,2W,BrandW,14560
2025-11-23,Andhra Pradesh,4W,BrandF,6079
2025-11-23,Arunachal Pradesh,4W,BrandW,19801
2025-11-23,Assam,3W,BrandA,12156
2025-11-23,Bihar,4W,BrandM,10929
2025-11-23,Chhattisgarh,4W,BrandL,3553
2025-11-23,Goa,4W,BrandL,7132
2025-11-23,Gujarat,4W,BrandV,19819
2025-11-23,Haryana,2W,BrandW,14158
2025-11-23,Himachal Pradesh,2W,BrandH,6974
2025-11-23,Jharkhand,2W,BrandG,8504
2025-11-23,Karnataka,4W,BrandG,17018
2025-11-23,Kerala,4W,BrandV,15147
2025-11-23,Madhya Pradesh,2W,BrandM,10019
2025-11-23,Maharashtra,3W,BrandT,5265
2025-11-23,Manipur,4W,BrandN,14467
2025-11-23,Meghalaya,3W,BrandV,14880
2025-11-23,Mizoram,4W,BrandL,17915
2025-11-23,Nagaland,4W,BrandC,3309
2025-11-23,Odisha,2W,BrandE,13556
2025-11-23,Punjab,4W,BrandH,16908
2025-11-23,Rajasthan,3W,BrandH,17420
2025-11-23,Sikkim,4W,BrandD,18217
2025-11-23,Tamil Nadu,2W,BrandS,3501
2025-11-23,Telangana,2W,BrandP,5379
2025-11-23,Tripura,3W,BrandP,4645
2025-11-23,Uttar Pradesh,4W,BrandP,16586
2025-11-23,Uttarakhand,4W,BrandN,17170
2025-11-23,West Bengal,3W,BrandM,3130
2025-11-23,Delhi,3W,BrandL,6620
2025-11-23,Jammu and Kashmir,2W,BrandX,14996
2025-11-23,Ladakh,3W,BrandU,10550
2025-11-23,Puducherry,2W,BrandI,5108
2025-11-24,Andhra Pradesh,4W,BrandY,3377
2025-11-24,Arunachal Pradesh,2W,BrandT,18578
2025-11-24,Assam,3W,BrandH,2137
2025-11-24,Bihar,3W,BrandA,5884
2025-11-24,Chhattisgarh,4W,BrandG,17611
2025-11-24,Goa,3W,BrandN,6553
2025-11-24,Gujarat,4W,BrandO,13013
2025-11-24,Haryana,3W,BrandB,4226
2025-11-24,Himachal Pradesh,2W,BrandA,3400
2025-11-24,Jharkhand,3W,BrandN,19505
2025-11-24,Karnataka,2W,BrandA,3420
2025-11-24,Kerala,3W,BrandX,11881
2025-11-24,Madhya Pradesh,4W,BrandZ,15957
2025-11-24,Maharashtra,4W,BrandB,5108
2025-11-24,Manipur,4W,BrandD,17347
2025-11-24,Meghalaya,3W,BrandA,11801
2025-11-24,Mizoram,2W,BrandE,5702
2025-11-24,Nagaland,2W,BrandF,5184
2025-11-24,Odisha,3W,BrandG,8306
2025-11-24,Punjab,3W,BrandH,4928
2025-11-24,Rajasthan,2W,BrandH,9711
2025-11-24,Sikkim,3W,BrandY,19803
2025-11-24,Tamil Nadu,4W,BrandD,11691
2025-11-24,Telangana,4W,BrandY,17427
2025-11-24,Tripura,4W,BrandX,10299
2025-11-24,Uttar Pradesh,2W,BrandT,3358
2025-11-24,Uttarakhand,2W,BrandY,17796
2025-11-24,West Bengal,2W,BrandJ,3697
2025-11-24,Delhi,2W,BrandN,17357
2025-11-24,Jammu and Kashmir,2W,BrandC,13000
2025-11-24,Ladakh,2W,BrandW,14188
2025-11-24,Puducherry,3W,BrandK,17290
2025-11-25,Andhra Pradesh,3W,BrandO,7863
2025-11-25,Arunachal Pradesh,4W,BrandC,6575
2025-11-25,Assam,2W,BrandL,7784
2025-11-25,Bihar,2W,BrandW,13934
2025-11-25,Chhattisgarh,2W,BrandT,6347
2025-11-25,Goa,4W,BrandS,16823
2025-11-25,Gujarat,3W,BrandS,9087
2025-11-25,Haryana,4W,BrandS,2716
2025-11-25,Himachal Pradesh,4W,BrandM,12543
2025-11-25,Jharkhand,4W,BrandW,4766
2025-11-25,Karnataka,4W,BrandH,8967
2025-11-25,Kerala,3W,BrandG,12374
2025-11-25,Madhya Pradesh,3W,BrandI,6438
2025-11-25,Maharashtra,3W,BrandU,17848
2025-11-25,Manipur,2W,BrandN,2368
2025-11-25,Meghalaya,4W,BrandR,9701
2025-11-25,Mizoram,2W,BrandA,9702
2025-11-25,Nagaland,4W,BrandZ,6397
2025-11-25,Odisha,2W,BrandL,10074
2025-11-25,Punjab,2W,BrandU,9120
2025-11-25,Rajasthan,4W,BrandO,15435
2025-11-25,Sikkim,2W,BrandI,9898
2025-11-25,Tamil Nadu,4W,BrandD,19638
2025-11-25,Telangana,3W,BrandW,18240
2025-11-25,Tripura,2W,BrandU,4113
2025-11-25,Uttar Pradesh,4W,BrandB,9433
2025-11-25,Uttarakhand,4W,BrandS,3591
2025-11-25,West Bengal,3W,BrandR,12552
2025-11-25,Delhi,4W,BrandO,17121
2025-11-25,Jammu and Kashmir,4W,BrandM,12840
2025-11-25,Ladakh,4W,BrandN,9976
2025-11-25,Puducherry,3W,BrandV,2371
2025-11-26,Andhra Pradesh,4W,BrandY,13772
2025-11-26,Arunachal Pradesh,3W,BrandO,2477
2025-11-26,Assam,3W,BrandA,5363
2025-11-26,Bihar,2W,BrandD,7605
2025-11-26,Chhattisgarh,2W,BrandL,14469
2025-11-26,Goa,2W,BrandW,4941
2025-11-26,Gujarat,2W,BrandX,16746
2025-11-26,Haryana,2W,BrandN,10843
2025-11-26,Himachal Pradesh,2W,BrandY,4412
2025-11-26,Jharkhand,4W,BrandC,17011
2025-11-26,Karnataka,4W,BrandS,16809
2025-11-26,Kerala,4W,BrandR,5715
2025-11-26,Madhya Pradesh,3W,BrandL,7395
2025-11-26,Maharashtra,3W,BrandN,6685
2025-11-26,Manipur,3W,BrandE,2337
2025-11-26,Meghalaya,2W,BrandN,15454
2025-11-26,Mizoram,3W,BrandW,13306
2025-11-26,Nagaland,4W,BrandV,11446
2025-11-26,Odisha,2W,BrandH,12868
2025-11-26,Punjab,2W,BrandR,7160
2025-11-26,Rajasthan,3W,BrandH,2336
2025-11-26,Sikkim,3W,BrandY,2486
2025-11-26,Tamil Nadu,2W,BrandT,14806
2025-11-26,Telangana,2W,BrandK,9798
2025-11-26,Tripura,3W,BrandJ,5358
2025-11-26,Uttar Pradesh,3W,BrandG,7467
2025-11-26,Uttarakhand,2W,BrandV,12796
2025-11-26,West Bengal,4W,BrandB,3936
2025-11-26,Delhi,2W,BrandY,6859
2025-11-26,Jammu and Kashmir,2W,BrandM,11254
2025-11-26,Ladakh,4W,BrandB,10925
2025-11-26,Puducherry,2W,BrandF,4762
2025-11-27,Andhra Pradesh,2W,BrandZ,13986
2025-11-27,Arunachal Pradesh,3W,BrandR,17161
2025-11-27,Assam,3W,BrandC,5520
2025-11-27,Bihar,2W,BrandV,9352
2025-11-27,Chhattisgarh,2W,BrandF,9261
2025-11-27,Goa,4W,BrandV,11435
2025-11-27,Gujarat,3W,BrandK,16261
2025-11-27,Haryana,2W,BrandP,12051
2025-11-27,Himachal Pradesh,3W,BrandQ,10281
2025-11-27,Jharkhand,4W,BrandD,10673
2025-11-27,Karnataka,3W,BrandK,18665
2025-11-27,Kerala,4W,BrandR,17336
2025-11-27,Madhya Pradesh,4W,BrandS,18060
2025-11-27,Maharashtra,4W,BrandA,17578
2025-11-27,Manipur,2W,BrandG,9634
2025-11-27,Meghalaya,3W,BrandO,17970
2025-11-27,Mizoram,2W,BrandT,3166
2025-11-27,Nagaland,2W,BrandL,19626
2025-11-27,Odisha,3W,BrandR,15341
2025-11-27,Punjab,3W,BrandG,4383
2025-11-27,Rajasthan,4W,BrandV,8911
2025-11-27,Sikkim,2W,BrandG,6356
2025-11-27,Tamil Nadu,3W,BrandV,5501
2025-11-27,Telangana,4W,BrandJ,4940
2025-11-27,Tripura,4W,BrandA,16515
2025-11-27,Uttar Pradesh,3W,BrandU,8294
2025-11-27,Uttarakhand,4W,BrandO,13061
2025-11-27,West Bengal,3W,BrandG,15599
2025-11-27,Delhi,2W,BrandL,14443
2025-11-27,Jammu and Kashmir,2W,BrandH,10189
2025-11-27,Ladakh,2W,BrandP,2230
2025-11-27,Puducherry,4W,BrandC,7867
2025-11-28,Andhra Pradesh,4W,BrandZ,5478
2025-11-28,Arunachal Pradesh,3W,BrandS,11066
2025-11-28,Assam,2W,BrandP,10320
2025-11-28,Bihar,2W,BrandM,11702
2025-11-28,Chhattisgarh,3W,BrandS,2205
2025-11-28,Goa,2W,BrandZ,14419
2025-11-28,Gujarat,4W,BrandH,7249
2025-11-28,Haryana,3W,BrandM,14444
2025-11-28,Himachal Pradesh,3W,BrandO,5339
2025-11-28,Jharkhand,2W,BrandD,19151
2025-11-28,Karnataka,3W,BrandJ,5973
2025-11-28,Kerala,3W,BrandN,8957
2025-11-28,Madhya Pradesh,2W,BrandI,12373
2025-11-28,Maharashtra,4W,BrandE,8608
2025-11-28,Manipur,4W,BrandR,5814
2025-11-28,Meghalaya,2W,BrandN,19447
2025-11-28,Mizoram,2W,BrandU,7231
2025-11-28,Nagaland,2W,BrandN,16192
2025-11-28,Odisha,2W,BrandJ,10094
2025-11-28,Punjab,4W,BrandD,9550
2025-11-28,Rajasthan,2W,BrandY,14219
2025-11-28,Sikkim,2W,BrandD,18324
2025-11-28,Tamil Nadu,3W,BrandC,15230
2025-11-28,Telangana,4W,BrandT,17170
2025-11-28,Tripura,2W,BrandU,10927
2025-11-28,Uttar Pradesh,3W,BrandQ,6528
2025-11-28,Uttarakhand,4W,BrandR,12733
2025-11-28,West Bengal,2W,BrandX,2385
2025-11-28,Delhi,3W,BrandA,18960
2025-11-28,Jammu and Kashmir,4W,BrandR,3902
2025-11-28,Ladakh,3W,BrandF,18018
2025-11-28,Puducherry,3W,BrandU,8835
2025-11-29,Andhra Pradesh,2W,BrandF,18259
2025-11-29,Arunachal Pradesh,4W,BrandJ,19514
2025-11-29,Assam,4W,BrandM,11381
2025-11-29,Bihar,2W,BrandX,3339
2025-11-29,Chhattisgarh,4W,BrandY,14521
2025-11-29,Goa,4W,BrandO,3956
2025-11-29,Gujarat,3W,BrandY,2229
2025-11-29,Haryana,4W,BrandR,14918
2025-11-29,Himachal Pradesh,4W,BrandR,7256
2025-11-29,Jharkhand,4W,BrandU,15269
2025-11-29,Karnataka,3W,BrandH,3849
2025-11-29,Kerala,3W,BrandF,19975
2025-11-29,Madhya Pradesh,3W,BrandW,13702
2025-11-29,Maharashtra,3W,BrandC,13163
2025-11-29,Manipur,4W,BrandR,11607
2025-11-29,Meghalaya,2W,BrandG,3862
2025-11-29,Mizoram,4W,BrandU,16193
2025-11-29,Nagaland,3W,BrandA,9894
2025-11-29,Odisha,3W,BrandE,14581
2025-11-29,Punjab,3W,BrandI,10721
2025-11-29,Rajasthan,2W,BrandL,5168
2025-11-29,Sikkim,4W,BrandE,2630
2025-11-29,Tamil Nadu,3W,BrandB,6007
2025-11-29,Telangana,2W,BrandS,4069
2025-11-29,Tripura,2W,BrandO,15365
2025-11-29,Uttar Pradesh,2W,BrandQ,19342
2025-11-29,Uttarakhand,2W,BrandI,10469
2025-11-29,West Bengal,4W,BrandM,12455
2025-11-29,Delhi,4W,BrandY,2418
2025-11-29,Jammu and Kashmir,4W,BrandH,6793
2025-11-29,Ladakh,3W,BrandJ,10403
2025-11-29,Puducherry,3W,BrandG,6925
2025-11-30,Andhra Pradesh,3W,BrandM,18758
2025-11-30,Arunachal Pradesh,3W,BrandV,15677
2025-11-30,Assam,2W,BrandI,19137
2025-11-30,Bihar,3W,BrandT,17328
2025-11-30,Chhattisgarh,2W,BrandI,11420
2025-11-30,Goa,3W,BrandN,7648
2025-11-30,Gujarat,3W,BrandA,17486
2025-11-30,Haryana,2W,BrandX,19553
2025-11-30,Himachal Pradesh,4W,BrandI,12410
2025-11-30,Jharkhand,2W,BrandG,5464
2025-11-30,Karnataka,3W,BrandE,9373
2025-11-30,Kerala,2W,BrandF,14892
2025-11-30,Madhya Pradesh,2W,BrandO,13896
2025-11-30,Maharashtra,3W,BrandX,11666
2025-11-30,Manipur,3W,BrandG,19142
2025-11-30,Meghalaya,2W,BrandP,19326
2025-11-30,Mizoram,3W,BrandM,3209
2025-11-30,Nagaland,4W,BrandM,2925
2025-11-30,Odisha,2W,BrandK,4425
2025-11-30,Punjab,2W,BrandN,18690
2025-11-30,Rajasthan,4W,BrandJ,11620
2025-11-30,Sikkim,2W,BrandC,5745
2025-11-30,Tamil Nadu,2W,BrandS,10170
2025-11-30,Telangana,4W,BrandM,10247
2025-11-30,Tripura,3W,BrandV,14523
2025-11-30,Uttar Pradesh,2W,BrandC,15469
2025-11-30,Uttarakhand,4W,BrandB,3834
2025-11-30,West Bengal,3W,BrandV,4473
2025-11-30,Delhi,2W,BrandV,12283
2025-11-30,Jammu and Kashmir,4W,BrandU,2189
2025-11-30,Ladakh,4W,BrandK,4391
2025-11-30,Puducherry,4W,BrandQ,2530
2025-12-01,Andhra Pradesh,4W,BrandT,10324
2025-12-01,Arunachal Pradesh,2W,BrandH,8903
2025-12-01,Assam,2W,BrandY,7032
2025-12-01,Bihar,2W,BrandQ,6745
2025-12-01,Chhattisgarh,2W,BrandS,12018
2025-12-01,Goa,3W,BrandZ,15557
2025-12-01,Gujarat,2W,BrandM,12708
2025-12-01,Haryana,4W,BrandI,11160
2025-12-01,Himachal Pradesh,2W,BrandO,2263
2025-12-01,Jharkhand,2W,BrandV,2523
2025-12-01,Karnataka,3W,BrandV,4524
2025-12-01,Kerala,4W,BrandL,2279
2025-12-01,Madhya Pradesh,4W,BrandG,15812
2025-12-01,Maharashtra,3W,BrandZ,12629
2025-12-01,Manipur,4W,BrandT,12945
2025-12-01,Meghalaya,3W,BrandT,3559
2025-12-01,Mizoram,2W,BrandD,14493
2025-12-01,Nagaland,2W,BrandG,3102
2025-12-01,Odisha,2W,BrandF,6556
2025-12-01,Punjab,3W,BrandN,10807
2025-12-01,Rajasthan,3W,BrandP,19686
2025-12-01,Sikkim,2W,BrandM,16947
2025-12-01,Tamil Nadu,4W,BrandK,17862
2025-12-01,Telangana,2W,BrandL,6954
2025-12-01,Tripura,4W,BrandN,10439
2025-12-01,Uttar Pradesh,3W,BrandK,12684
2025-12-01,Uttarakhand,4W,BrandL,12097
2025-12-01,West Bengal,4W,BrandV,15821
2025-12-01,Delhi,4W,BrandQ,13945
2025-12-01,Jammu and Kashmir,3W,BrandI,8107
2025-12-01,Ladakh,4W,BrandP,19920
2025-12-01,Puducherry,4W,BrandG,7075
2025-12-02,Andhra Pradesh,2W,BrandO,5076
2025-12-02,Arunachal Pradesh,4W,BrandL,17452
2025-12-02,Assam,4W,BrandR,9694
2025-12-02,Bihar,3W,BrandQ,11111
2025-12-02,Chhattisgarh,4W,BrandR,2203
2025-12-02,Goa,3W,BrandI,14755
2025-12-02,Gujarat,2W,BrandY,9416
2025-12-02,Haryana,2W,BrandJ,8971
2025-12-02,Himachal Pradesh,2W,BrandB,5827
2025-12-02,Jharkhand,2W,BrandR,12842
2025-12-02,Karnataka,2W,BrandI,19517
2025-12-02,Kerala,2W,BrandT,19850
2025-12-02,Madhya Pradesh,2W,BrandH,13514
2025-12-02,Maharashtra,2W,BrandY,10405
2025-12-02,Manipur,4W,BrandX,5704
2025-12-02,Meghalaya,3W,BrandV,6041
2025-12-02,Mizoram,4W,BrandH,3898
2025-12-02,Nagaland,2W,BrandK,15646
2025-12-02,Odisha,2W,BrandY,2064
2025-12-02,Punjab,4W,BrandD,16280
2025-12-02,Rajasthan,4W,BrandQ,19850
2025-12-02,Sikkim,2W,BrandB,4156
